condition,t,rt_corr_pdf
5.0,2.444,0.0
5.0,2.446,0.0
5.0,2.448,0.0
5.0,2.45,0.0
5.0,2.452,0.0
5.0,2.454,0.0
5.0,2.456,0.0
5.0,2.458,0.0
5.0,2.46,0.0
5.0,2.462,0.0
5.0,2.464,0.0
5.0,2.466,0.0
5.0,2.468,0.0
5.0,2.47,0.0
5.0,2.472,0.0
5.0,2.474,0.0
5.0,2.476,0.0
5.0,2.478,0.0
5.0,2.48,0.0
5.0,2.482,0.0
5.0,2.484,0.0
5.0,2.486,0.0
5.0,2.488,0.0
5.0,2.49,0.0
5.0,2.492,0.0
5.0,2.494,0.0
5.0,2.496,0.0
5.0,2.498,0.0
5.0,2.5,0.0
6.0,0.0,0.0
6.0,0.002,0.0
6.0,0.004,0.0
6.0,0.006,0.0
6.0,0.008,0.0
6.0,0.01,0.0
6.0,0.012,0.0
6.0,0.014,0.0
6.0,0.016,0.0
6.0,0.018000000000000002,0.0
6.0,0.02,0.0
6.0,0.022,0.0
6.0,0.024,0.0
6.0,0.026000000000000002,0.0
6.0,0.028,0.0
6.0,0.03,0.0
6.0,0.032,0.0
6.0,0.034,0.0
6.0,0.036000000000000004,0.0
6.0,0.038,0.0
6.0,0.04,0.0
6.0,0.042,0.0
6.0,0.044,0.0
6.0,0.046,0.0
6.0,0.048,0.0
6.0,0.05,0.0
6.0,0.052000000000000005,0.0
6.0,0.054,0.0
6.0,0.056,0.0
6.0,0.058,0.0
6.0,0.06,0.0
6.0,0.062,0.0
6.0,0.064,0.0
6.0,0.066,0.0
6.0,0.068,0.0
6.0,0.07,0.0
6.0,0.07200000000000001,0.0
6.0,0.074,0.0
6.0,0.076,0.0
6.0,0.078,0.0
6.0,0.08,0.0
6.0,0.082,0.0
6.0,0.084,0.0
6.0,0.08600000000000001,0.0
6.0,0.088,0.0
6.0,0.09,0.0
6.0,0.092,0.0
6.0,0.094,0.0
6.0,0.096,0.0
6.0,0.098,0.0
6.0,0.1,0.0
6.0,0.10200000000000001,0.0
6.0,0.10400000000000001,0.0
6.0,0.106,0.0
6.0,0.108,0.0
6.0,0.11,4.6268715669762974e-08
6.0,0.112,4.7384412095036676e-07
6.0,0.114,2.556624678748565e-06
6.0,0.116,9.685813965702687e-06
6.0,0.11800000000000001,2.897094651698498e-05
6.0,0.12,7.292868143011366e-05
6.0,0.122,0.00016082565225003528
6.0,0.124,0.0003193132467367684
6.0,0.126,0.0005821806690365143
6.0,0.128,0.0009892661588443222
6.0,0.13,0.0015847299197197771
6.0,0.132,0.002414972868438868
6.0,0.134,0.0035264871466964623
6.0,0.136,0.0049638725108217254
6.0,0.138,0.006768176471652018
6.0,0.14,0.00897563874879782
6.0,0.14200000000000002,0.011616856296920315
6.0,0.14400000000000002,0.014716339498729272
6.0,0.146,0.018292402940847528
6.0,0.148,0.022357322247820968
6.0,0.15,0.02691768746347687
6.0,0.152,0.03197488936051927
6.0,0.154,0.03752568453842791
6.0,0.156,0.04356279587966445
6.0,0.158,0.05007551536462489
6.0,0.16,0.0570502855516389
6.0,0.162,0.0644712438358091
6.0,0.164,0.0723207198397538
6.0,0.166,0.0805796810665614
6.0,0.168,0.08922812545336636
6.0,0.17,0.09824542192487846
6.0,0.17200000000000001,0.10761060167698472
6.0,0.17400000000000002,0.11730260391560665
6.0,0.176,0.12730048029983654
6.0,0.178,0.13758356252454176
6.0,0.18,0.14813159743103235
6.0,0.182,0.1589248538351594
6.0,0.184,0.16994420496996576
6.0,0.186,0.18117119009795268
6.0,0.188,0.1925880584865788
6.0,0.19,0.20417779858047136
6.0,0.192,0.21592415485845823
6.0,0.194,0.22781163454109615
6.0,0.196,0.23982550601927383
6.0,0.198,0.2519517906084961
6.0,0.2,0.26417724899661815
6.0,0.202,0.2764893635439808
6.0,0.20400000000000001,0.2888763174122773
6.0,0.20600000000000002,0.3013269713398898
6.0,0.20800000000000002,0.3138308387445255
6.0,0.21,0.3263780597164209
6.0,0.212,0.338959374364914
6.0,0.214,0.35156609589570464
6.0,0.216,0.36419008372368744
6.0,0.218,0.3768237168651148
6.0,0.22,0.38945986780146163
6.0,0.222,0.40209273901446985
6.0,0.224,0.4147206671305233
6.0,0.226,0.42733758614990486
6.0,0.228,0.43993674740922956
6.0,0.23,0.45251240957610306
6.0,0.232,0.4650594299196525
6.0,0.234,0.47757312366134924
6.0,0.23600000000000002,0.49004919366029226
6.0,0.23800000000000002,0.5024836862652936
6.0,0.24,0.5148729592529236
6.0,0.242,0.5272136562889549
6.0,0.244,0.539502685370206
6.0,0.246,0.5517371999505382
6.0,0.248,0.5639145820301222
6.0,0.25,0.5760324267763365
6.0,0.252,0.5880885284003378
6.0,0.254,0.6000808671020589
6.0,0.256,0.6120075969494471
6.0,0.258,0.6238670345909193
6.0,0.26,0.6356576487215904
6.0,0.262,0.6473780502383958
6.0,0.264,0.659026983029467
6.0,0.266,0.6706033153505409
6.0,0.268,0.6821060317467847
6.0,0.27,0.6935342254827775
6.0,0.272,0.7048870914468838
6.0,0.274,0.7161639194991527
6.0,0.276,0.7273640882343302
6.0,0.278,0.7384870591336848
6.0,0.28,0.7495323710812309
6.0,0.28200000000000003,0.760499635221591
6.0,0.28400000000000003,0.771388530138266
6.0,0.28600000000000003,0.7821987973324519
6.0,0.28800000000000003,0.7929302369838147
6.0,0.29,0.8035827039758102
6.0,0.292,0.8141561041692214
6.0,0.294,0.8246503909085995
6.0,0.296,0.835065561747247
6.0,0.298,0.8454016553772571
6.0,0.3,0.8556587487519592
6.0,0.302,0.8658369543888949
6.0,0.304,0.8759364178421746
6.0,0.306,0.8859573153337553
6.0,0.308,0.8958998515338078
6.0,0.31,0.9057642574809625
6.0,0.312,0.9155507886337713
6.0,0.314,0.9252597230452653
6.0,0.316,0.9348913596529826
6.0,0.318,0.9444460166773091
6.0,0.32,0.9539240301214151
6.0,0.322,0.9633257523664872
6.0,0.324,0.9726515508563356
6.0,0.326,0.981901806865832
