condition,t,rt_corr_pdf
6.0,1.856,0.004828256259727458
6.0,1.858,0.004764602557734929
6.0,1.86,0.0047016984246798935
6.0,1.862,0.004639543190565427
6.0,1.864,0.004578134249057891
6.0,1.866,0.004517467790562252
6.0,1.868,0.00445753919382181
6.0,1.87,0.004398343259666135
6.0,1.872,0.004339874361980277
6.0,1.874,0.0042805123905753275
6.0,1.8760000000000001,0.004221892970625492
6.0,1.8780000000000001,0.00416400929359419
6.0,1.8800000000000001,0.004106854402269074
6.0,1.8820000000000001,0.004050421224208747
6.0,1.8840000000000001,0.003994702598541766
6.0,1.8860000000000001,0.003939691297802637
6.0,1.8880000000000001,0.0038853800459770476
6.0,1.8900000000000001,0.0038317615335933955
